lambda.min	lambda.1se
0.724666939332345	1.32667550555304
0.691729708563512	1.38984615839734
0.724666939332345	1.26637605637157
0.759172501137548	1.15387469790216
0.34427550619064	1.32667550555304
0.360668443569325	1.20881731021535
0.691729708563512	1.32667550555304
0.691729708563512	1.32667550555304
0.660289525765046	1.20881731021535
0.724666939332345	1.38984615839734
0.630278347796304	1.26637605637157
0.601631224182397	1.45602472942818
0.360668443569325	1.38984615839734
0.759172501137548	1.26637605637157
0.691729708563512	1.45602472942818
0.691729708563512	1.26637605637157
0.79532107124197	1.32667550555304
0.759172501137548	1.45602472942818
0.574286156547756	1.26637605637157
0.724666939332345	1.32667550555304
0.630278347796304	1.15387469790216
0.724666939332345	1.26637605637157
0.601631224182397	1.38984615839734
0.548183964438665	1.15387469790216
0.360668443569325	1.32667550555304
0.574286156547756	1.38984615839734
0.724666939332345	1.15387469790216
0.691729708563512	1.32667550555304
0.872863893783048	1.45602472942818
0.691729708563512	1.38984615839734
0.523268157244363	1.10142931211137
0.601631224182397	1.45602472942818
0.724666939332345	1.26637605637157
0.691729708563512	1.26637605637157
0.660289525765046	1.32667550555304
0.759172501137548	1.32667550555304
0.691729708563512	1.38984615839734
0.79532107124197	1.26637605637157
0.691729708563512	1.32667550555304
0.660289525765046	1.38984615839734
0.601631224182397	1.67407461791457
0.759172501137548	1.38984615839734
0.574286156547756	1.20881731021535
0.759172501137548	1.38984615839734
0.759172501137548	1.38984615839734
0.523268157244363	1.20881731021535
0.601631224182397	1.32667550555304
0.34427550619064	1.20881731021535
0.660289525765046	1.05136765004356
0.630278347796304	1.26637605637157
0.630278347796304	1.26637605637157
0.660289525765046	1.20881731021535
0.79532107124197	1.45602472942818
0.79532107124197	1.59798534293633
0.34427550619064	1.45602472942818
0.79532107124197	1.26637605637157
0.691729708563512	1.20881731021535
0.724666939332345	1.38984615839734
0.724666939332345	1.20881731021535
0.79532107124197	1.38984615839734
0.45511195792408	1.26637605637157
0.759172501137548	1.32667550555304
0.691729708563512	1.38984615839734
0.377841943000987	1.32667550555304
0.434426417063596	1.32667550555304
0.759172501137548	1.45602472942818
0.630278347796304	1.38984615839734
0.759172501137548	1.32667550555304
0.660289525765046	1.20881731021535
0.601631224182397	1.45602472942818
0.724666939332345	1.45602472942818
0.601631224182397	1.20881731021535
0.660289525765046	1.26637605637157
0.724666939332345	1.38984615839734
0.574286156547756	1.26637605637157
0.601631224182397	1.10142931211137
0.833190882722543	1.45602472942818
0.660289525765046	1.26637605637157
0.414681065959151	1.32667550555304
0.691729708563512	1.20881731021535
0.476782456383558	1.20881731021535
0.660289525765046	1.26637605637157
0.724666939332345	1.05136765004356
0.724666939332345	1.45602472942818
0.724666939332345	1.26637605637157
0.759172501137548	1.38984615839734
0.759172501137548	1.38984615839734
0.691729708563512	1.26637605637157
0.660289525765046	0.957967045787355
0.724666939332345	1.15387469790216
0.39583317153534	1.32667550555304
0.724666939332345	1.20881731021535
0.79532107124197	1.26637605637157
0.414681065959151	1.32667550555304
0.660289525765046	1.15387469790216
0.724666939332345	1.32667550555304
0.574286156547756	1.26637605637157
0.313691019110899	1.45602472942818
0.833190882722543	1.32667550555304
0.660289525765046	1.20881731021535
